week_date,target_week,fuel,h,input_status,outcome_known,price_now,actual_price,pred_naive,pred_adl,pred_adl_ecm,err_naive,err_adl,err_adl_ecm
2013-02-01,2013-02-08,Regular Petrol,1,final,True,205.9365,209.9365,205.9365,208.1329,208.0666,-4.0,-1.8037,-1.87
2013-02-01,2013-02-15,Regular Petrol,2,final,True,205.9365,213.9365,205.9365,209.2187,209.6434,-8.0,-4.7179,-4.2931
2013-02-01,2013-02-22,Regular Petrol,3,final,True,205.9365,215.2222,205.9365,209.6375,210.8086,-9.2857,-5.5847,-4.4136
2013-02-08,2013-02-15,Regular Petrol,1,final,True,209.9365,213.9365,209.9365,212.7592,213.0725,-4.0,-1.1773,-0.8641
2013-02-08,2013-02-22,Regular Petrol,2,final,True,209.9365,215.2222,209.9365,213.9463,215.24,-5.2857,-1.2759,0.0177
2013-02-08,2013-03-01,Regular Petrol,3,final,True,209.9365,215.2222,209.9365,214.2091,216.721,-5.2857,-1.0131,1.4988
2013-02-15,2013-02-22,Regular Petrol,1,final,True,213.9365,215.2222,213.9365,216.3153,216.7747,-1.2857,1.093,1.5525
2013-02-15,2013-03-01,Regular Petrol,2,final,True,213.9365,215.2222,213.9365,217.1173,218.5512,-1.2857,1.895,3.329
2013-02-15,2013-03-08,Regular Petrol,3,final,True,213.9365,214.3651,213.9365,217.2166,219.7681,-0.4286,2.8516,5.403
2013-02-22,2013-03-01,Regular Petrol,1,final,True,215.2222,215.2222,215.2222,215.5278,216.3458,0.0,0.3056,1.1236
2013-02-22,2013-03-08,Regular Petrol,2,final,True,215.2222,214.3651,215.2222,215.4038,217.0748,0.8571,1.0387,2.7097
2013-02-22,2013-03-15,Regular Petrol,3,final,True,215.2222,213.2222,215.2222,215.2456,217.7708,2.0,2.0234,4.5486
2013-03-01,2013-03-08,Regular Petrol,1,final,True,215.2222,214.3651,215.2222,213.9381,214.7232,0.8571,-0.427,0.3581
2013-03-01,2013-03-15,Regular Petrol,2,final,True,215.2222,213.2222,215.2222,213.2515,214.5585,2.0,0.0292,1.3362
2013-03-01,2013-03-22,Regular Petrol,3,final,True,215.2222,212.3651,215.2222,213.0135,214.7177,2.8571,0.6484,2.3526
2013-03-08,2013-03-15,Regular Petrol,1,final,True,214.3651,213.2222,214.3651,212.4105,212.8748,1.1429,-0.8117,-0.3474
2013-03-08,2013-03-22,Regular Petrol,2,final,True,214.3651,212.3651,214.3651,211.5961,212.1019,2.0,-0.769,-0.2631
2013-03-08,2013-03-29,Regular Petrol,3,final,True,214.3651,211.2222,214.3651,211.4403,211.8255,3.1429,0.2181,0.6033
2013-03-15,2013-03-22,Regular Petrol,1,final,True,213.2222,212.3651,213.2222,212.2107,211.9066,0.8571,-0.1544,-0.4585
2013-03-15,2013-03-29,Regular Petrol,2,final,True,213.2222,211.2222,213.2222,211.9642,211.1433,2.0,0.742,-0.0789
2013-03-15,2013-04-05,Regular Petrol,3,final,True,213.2222,210.4407,213.2222,212.0353,210.661,2.7816,1.5947,0.2203
2013-03-22,2013-03-29,Regular Petrol,1,final,True,212.3651,211.2222,212.3651,211.7465,211.5545,1.1429,0.5243,0.3323
2013-03-22,2013-04-05,Regular Petrol,2,final,True,212.3651,210.4407,212.3651,211.6471,211.1373,1.9244,1.2065,0.6967
2013-03-22,2013-04-12,Regular Petrol,3,final,True,212.3651,206.1549,212.3651,211.7272,210.8546,6.2101,5.5723,4.6996
2013-03-29,2013-04-05,Regular Petrol,1,final,True,211.2222,210.4407,211.2222,210.1409,210.2303,0.7816,-0.2997,-0.2104
2013-03-29,2013-04-12,Regular Petrol,2,final,True,211.2222,206.1549,211.2222,209.7754,209.681,5.0673,3.6204,3.526
2013-03-29,2013-04-19,Regular Petrol,3,final,True,211.2222,201.0121,211.2222,209.714,209.3128,10.2101,8.7019,8.3007
2013-04-05,2013-04-12,Regular Petrol,1,final,True,210.4407,206.1549,210.4407,209.6147,209.3987,4.2857,3.4597,3.2438
2013-04-05,2013-04-19,Regular Petrol,2,final,True,210.4407,201.0121,210.4407,209.3459,208.6824,9.4286,8.3338,7.6703
2013-04-05,2013-04-26,Regular Petrol,3,final,True,210.4407,199.7264,210.4407,209.3525,208.1237,10.7143,9.6262,8.3973
2013-04-12,2013-04-19,Regular Petrol,1,final,True,206.1549,201.0121,206.1549,202.2843,203.2048,5.1429,1.2722,2.1927
2013-04-12,2013-04-26,Regular Petrol,2,final,True,206.1549,199.7264,206.1549,200.6127,201.4977,6.4286,0.8863,1.7714
2013-04-12,2013-05-03,Regular Petrol,3,final,True,206.1549,199.7264,206.1549,200.1573,200.6012,6.4286,0.431,0.8748
2013-04-19,2013-04-26,Regular Petrol,1,final,True,201.0121,199.7264,201.0121,197.752,197.5284,1.2857,-1.9744,-2.198
2013-04-19,2013-05-03,Regular Petrol,2,final,True,201.0121,199.7264,201.0121,196.5534,195.3331,1.2857,-3.1729,-4.3932
2013-04-19,2013-05-10,Regular Petrol,3,final,True,201.0121,199.7264,201.0121,196.3438,193.8269,1.2857,-3.3826,-5.8995
2013-04-26,2013-05-03,Regular Petrol,1,final,True,199.7264,199.7264,199.7264,199.567,198.5764,0.0,-0.1594,-1.1499
2013-04-26,2013-05-10,Regular Petrol,2,final,True,199.7264,199.7264,199.7264,199.8307,197.7849,0.0,0.1043,-1.9415
2013-04-26,2013-05-17,Regular Petrol,3,final,True,199.7264,201.4407,199.7264,200.227,197.1331,-1.7143,-1.2136,-4.3075
2013-05-03,2013-05-10,Regular Petrol,1,final,True,199.7264,199.7264,199.7264,199.5336,199.5072,0.0,-0.1928,-0.2192
2013-05-03,2013-05-17,Regular Petrol,2,final,True,199.7264,201.4407,199.7264,199.726,199.5718,-1.7143,-1.7147,-1.8689
2013-05-03,2013-05-24,Regular Petrol,3,final,True,199.7264,203.7264,199.7264,199.8373,199.6007,-4.0,-3.8891,-4.1256
2013-05-10,2013-05-17,Regular Petrol,1,final,True,199.7264,201.4407,199.7264,201.0288,200.2485,-1.7143,-0.4118,-1.1922
2013-05-10,2013-05-24,Regular Petrol,2,final,True,199.7264,203.7264,199.7264,201.6236,200.368,-4.0,-2.1028,-3.3583
2013-05-10,2013-05-31,Regular Petrol,3,final,True,199.7264,205.4407,199.7264,201.813,200.1201,-5.7143,-3.6277,-5.3206
2013-05-17,2013-05-24,Regular Petrol,1,final,True,201.4407,203.7264,201.4407,203.4865,203.0284,-2.2857,-0.2399,-0.698
2013-05-17,2013-05-31,Regular Petrol,2,final,True,201.4407,205.4407,201.4407,204.3148,203.773,-4.0,-1.1258,-1.6677
2013-05-17,2013-06-07,Regular Petrol,3,final,True,201.4407,206.7264,201.4407,204.6305,204.1311,-5.2857,-2.0958,-2.5953
2013-05-24,2013-05-31,Regular Petrol,1,final,True,203.7264,205.4407,203.7264,205.5449,205.4171,-1.7143,0.1042,-0.0235
2013-05-24,2013-06-07,Regular Petrol,2,final,True,203.7264,206.7264,203.7264,206.2996,206.3993,-3.0,-0.4268,-0.3271
2013-05-24,2013-06-14,Regular Petrol,3,final,True,203.7264,210.7264,203.7264,206.4851,207.0167,-7.0,-4.2413,-3.7097
2013-05-31,2013-06-07,Regular Petrol,1,final,True,205.4407,206.7264,205.4407,206.692,206.7122,-1.2857,-0.0344,-0.0142
2013-05-31,2013-06-14,Regular Petrol,2,final,True,205.4407,210.7264,205.4407,207.0882,207.452,-5.2857,-3.6381,-3.2744
2013-05-31,2013-06-21,Regular Petrol,3,final,True,205.4407,210.7264,205.4407,207.1675,207.9352,-5.2857,-3.5589,-2.7912
2013-06-07,2013-06-14,Regular Petrol,1,final,True,206.7264,210.7264,206.7264,208.0183,207.8738,-4.0,-2.7081,-2.8526
2013-06-07,2013-06-21,Regular Petrol,2,final,True,206.7264,210.7264,206.7264,208.4851,208.4679,-4.0,-2.2412,-2.2585
2013-06-07,2013-06-28,Regular Petrol,3,final,True,206.7264,210.7264,206.7264,208.6348,208.8667,-4.0,-2.0916,-1.8597
2013-06-14,2013-06-21,Regular Petrol,1,final,True,210.7264,210.7264,210.7264,212.349,212.21,0.0,1.6226,1.4837
2013-06-14,2013-06-28,Regular Petrol,2,final,True,210.7264,210.7264,210.7264,213.0056,213.1135,0.0,2.2793,2.3872
2013-06-14,2013-07-05,Regular Petrol,3,final,True,210.7264,215.6217,210.7264,213.239,213.7707,-4.8954,-2.3828,-1.8511
2013-06-21,2013-06-28,Regular Petrol,1,final,True,210.7264,210.7264,210.7264,211.4584,211.3178,0.0,0.732,0.5915
2013-06-21,2013-07-05,Regular Petrol,2,final,True,210.7264,215.6217,210.7264,211.7167,211.6387,-4.8954,-3.905,-3.983
2013-06-21,2013-07-12,Regular Petrol,3,final,True,210.7264,220.336,210.7264,211.7617,211.8269,-9.6097,-8.5743,-8.5091
2013-06-28,2013-07-05,Regular Petrol,1,final,True,210.7264,215.6217,210.7264,210.9567,211.0884,-4.8954,-4.665,-4.5334
2013-06-28,2013-07-12,Regular Petrol,2,final,True,210.7264,220.336,210.7264,210.9872,211.3266,-9.6097,-9.3488,-9.0094
2013-06-28,2013-07-19,Regular Petrol,3,final,True,210.7264,222.6217,210.7264,210.9707,211.5236,-11.8954,-11.6511,-11.0981
2013-07-05,2013-07-12,Regular Petrol,1,final,True,215.6217,220.336,215.6217,216.0809,216.1183,-4.7143,-4.2551,-4.2177
2013-07-05,2013-07-19,Regular Petrol,2,final,True,215.6217,222.6217,215.6217,216.2522,216.4342,-7.0,-6.3696,-6.1876
2013-07-05,2013-07-26,Regular Petrol,3,final,True,215.6217,220.336,215.6217,216.3559,216.7281,-4.7143,-3.9801,-3.6079
2013-07-12,2013-07-19,Regular Petrol,1,final,True,220.336,222.6217,220.336,222.73,221.8956,-2.2857,0.1083,-0.7262
2013-07-12,2013-07-26,Regular Petrol,2,final,True,220.336,220.336,220.336,223.797,222.6974,0.0,3.4609,2.3613
2013-07-12,2013-08-02,Regular Petrol,3,final,True,220.336,216.9075,220.336,224.2347,223.1454,3.4286,7.3273,6.2379
2013-07-19,2013-07-26,Regular Petrol,1,final,True,222.6217,220.336,222.6217,224.0218,223.5853,2.2857,3.6857,3.2493
2013-07-19,2013-08-02,Regular Petrol,2,final,True,222.6217,216.9075,222.6217,224.6024,224.0751,5.7143,7.695,7.1677
2013-07-19,2013-08-09,Regular Petrol,3,final,True,222.6217,216.6217,222.6217,224.7848,224.2946,6.0,8.163,7.6729
2013-07-26,2013-08-02,Regular Petrol,1,final,True,220.336,216.9075,220.336,217.1922,218.1865,3.4286,0.2848,1.2791
2013-07-26,2013-08-09,Regular Petrol,2,final,True,220.336,216.6217,220.336,215.8031,217.0503,3.7143,-0.8186,0.4286
2013-07-26,2013-08-16,Regular Petrol,3,final,True,220.336,214.0503,220.336,215.1636,216.334,6.2857,1.1132,2.2837
2013-08-02,2013-08-09,Regular Petrol,1,final,True,216.9075,216.6217,216.9075,215.065,214.103,0.2857,-1.5567,-2.5187
2013-08-02,2013-08-16,Regular Petrol,2,final,True,216.9075,214.0503,216.9075,214.2343,211.8665,2.8571,0.184,-2.1838
2013-08-02,2013-08-23,Regular Petrol,3,final,True,216.9075,213.6217,216.9075,214.0362,210.0517,3.2857,0.4144,-3.57
2013-08-09,2013-08-16,Regular Petrol,1,final,True,216.6217,214.0503,216.6217,215.4349,214.7768,2.5714,1.3846,0.7264
2013-08-09,2013-08-23,Regular Petrol,2,final,True,216.6217,213.6217,216.6217,215.0499,213.4399,3.0,1.4282,-0.1819
2013-08-09,2013-08-30,Regular Petrol,3,final,True,216.6217,215.7646,216.6217,215.2222,212.6154,0.8571,-0.5424,-3.1492
2013-08-16,2013-08-23,Regular Petrol,1,final,True,214.0503,213.6217,214.0503,213.3589,212.4274,0.4286,-0.2629,-1.1943
2013-08-16,2013-08-30,Regular Petrol,2,final,True,214.0503,215.7646,214.0503,213.4374,211.4439,-1.7143,-2.3271,-4.3207
2013-08-16,2013-09-06,Regular Petrol,3,final,True,214.0503,216.6217,214.0503,213.5202,210.5264,-2.5714,-3.1015,-6.0953
2013-08-23,2013-08-30,Regular Petrol,1,final,True,213.6217,215.7646,213.6217,213.779,213.1683,-2.1429,-1.9856,-2.5963
2013-08-23,2013-09-06,Regular Petrol,2,final,True,213.6217,216.6217,213.6217,213.8878,212.7366,-3.0,-2.734,-3.8851
2013-08-23,2013-09-13,Regular Petrol,3,final,True,213.6217,217.336,213.6217,213.9861,212.2097,-3.7143,-3.3499,-5.1263
2013-08-30,2013-09-06,Regular Petrol,1,final,True,215.7646,216.6217,215.7646,218.6526,217.2298,-0.8571,2.0309,0.608
2013-08-30,2013-09-13,Regular Petrol,2,final,True,215.7646,217.336,215.7646,219.8216,217.5386,-1.5714,2.4855,0.2026
2013-08-30,2013-09-20,Regular Petrol,3,final,True,215.7646,213.9075,215.7646,220.4435,217.544,1.8571,6.536,3.6365
2013-09-06,2013-09-13,Regular Petrol,1,final,True,216.6217,217.336,216.6217,218.3308,218.1851,-0.7143,0.9947,0.8491
2013-09-06,2013-09-20,Regular Petrol,2,final,True,216.6217,213.9075,216.6217,219.156,219.2465,2.7143,5.2486,5.3391
2013-09-06,2013-09-27,Regular Petrol,3,final,True,216.6217,212.6217,216.6217,219.4352,219.9385,4.0,6.8134,7.3168
2013-09-13,2013-09-20,Regular Petrol,1,final,True,217.336,213.9075,217.336,214.8713,216.5111,3.4286,0.9639,2.6036
2013-09-13,2013-09-27,Regular Petrol,2,final,True,217.336,212.6217,217.336,213.7883,216.4747,4.7143,1.1666,3.8529
2013-09-13,2013-10-04,Regular Petrol,3,final,True,217.336,210.7646,217.336,213.0506,216.5196,6.5714,2.286,5.755
2013-09-20,2013-09-27,Regular Petrol,1,final,True,213.9075,212.6217,213.9075,211.1877,210.987,1.2857,-1.434,-1.6348
2013-09-20,2013-10-04,Regular Petrol,2,final,True,213.9075,210.7646,213.9075,209.7684,208.711,3.1429,-0.9962,-2.0536
2013-09-20,2013-10-11,Regular Petrol,3,final,True,213.9075,207.1217,213.9075,209.3842,207.1117,6.7857,2.2624,-0.0101
2013-09-27,2013-10-04,Regular Petrol,1,final,True,212.6217,210.7646,212.6217,211.0091,210.2181,1.8571,0.2445,-0.5465
2013-09-27,2013-10-11,Regular Petrol,2,final,True,212.6217,207.1217,212.6217,210.4868,208.4913,5.5,3.3651,1.3696
2013-09-27,2013-10-18,Regular Petrol,3,final,True,212.6217,207.1217,212.6217,210.6873,207.4171,5.5,3.5655,0.2954
2013-10-04,2013-10-11,Regular Petrol,1,final,True,210.7646,207.1217,210.7646,210.2244,209.2561,3.6429,3.1027,2.1343
2013-10-04,2013-10-18,Regular Petrol,2,final,True,210.7646,207.1217,210.7646,210.426,208.392,3.6429,3.3042,1.2703
2013-10-04,2013-10-25,Regular Petrol,3,final,True,210.7646,207.1217,210.7646,210.5434,207.5233,3.6429,3.4217,0.4015
2013-10-11,2013-10-18,Regular Petrol,1,final,True,207.1217,207.1217,207.1217,207.7275,206.9005,0.0,0.6057,-0.2212
2013-10-11,2013-10-25,Regular Petrol,2,final,True,207.1217,207.1217,207.1217,208.1143,206.6329,0.0,0.9926,-0.4889
2013-10-11,2013-11-01,Regular Petrol,3,final,True,207.1217,207.1217,207.1217,208.2933,206.1581,0.0,1.1716,-0.9636
2013-10-18,2013-10-25,Regular Petrol,1,final,True,207.1217,207.1217,207.1217,207.172,207.8154,0.0,0.0502,0.6937
2013-10-18,2013-11-01,Regular Petrol,2,final,True,207.1217,207.1217,207.1217,207.2198,208.4303,0.0,0.098,1.3086
2013-10-18,2013-11-08,Regular Petrol,3,final,True,207.1217,207.1217,207.1217,207.2545,208.9848,0.0,0.1327,1.863
2013-10-25,2013-11-01,Regular Petrol,1,final,True,207.1217,207.1217,207.1217,206.281,207.0373,0.0,-0.8408,-0.0845
2013-10-25,2013-11-08,Regular Petrol,2,final,True,207.1217,207.1217,207.1217,205.9646,207.2217,0.0,-1.1572,0.0999
2013-10-25,2013-11-15,Regular Petrol,3,final,True,207.1217,207.1217,207.1217,205.7621,207.4262,0.0,-1.3596,0.3045
2013-11-01,2013-11-08,Regular Petrol,1,final,True,207.1217,207.1217,207.1217,207.7804,207.4099,0.0,0.6586,0.2882
2013-11-01,2013-11-15,Regular Petrol,2,final,True,207.1217,207.1217,207.1217,207.9638,207.3613,0.0,0.842,0.2396
2013-11-01,2013-11-22,Regular Petrol,3,final,True,207.1217,207.1217,207.1217,208.1462,207.3373,0.0,1.0245,0.2155
2013-11-08,2013-11-15,Regular Petrol,1,final,True,207.1217,207.1217,207.1217,206.157,206.9222,0.0,-0.9648,-0.1996
2013-11-08,2013-11-22,Regular Petrol,2,final,True,207.1217,207.1217,207.1217,205.8865,207.1661,0.0,-1.2352,0.0444
2013-11-08,2013-11-29,Regular Petrol,3,final,True,207.1217,208.836,207.1217,205.8915,207.6171,-1.7143,-2.9445,-1.219
2013-11-15,2013-11-22,Regular Petrol,1,final,True,207.1217,207.1217,207.1217,208.1818,207.5545,0.0,1.0601,0.4327
2013-11-15,2013-11-29,Regular Petrol,2,final,True,207.1217,208.836,207.1217,208.715,207.7071,-1.7143,-0.1211,-1.1289
2013-11-15,2013-12-06,Regular Petrol,3,final,True,207.1217,211.2646,207.1217,208.855,207.5875,-4.1429,-2.4096,-3.6771
2013-11-22,2013-11-29,Regular Petrol,1,final,True,207.1217,208.836,207.1217,207.7823,208.089,-1.7143,-1.0537,-0.7471
2013-11-22,2013-12-06,Regular Petrol,2,final,True,207.1217,211.2646,207.1217,207.9436,208.6986,-4.1429,-3.321,-2.566
2013-11-22,2013-12-13,Regular Petrol,3,final,True,207.1217,212.1217,207.1217,208.2383,209.4379,-5.0,-3.8835,-2.6839
2013-11-29,2013-12-06,Regular Petrol,1,final,True,208.836,211.2646,208.836,210.1652,210.2078,-2.4286,-1.0994,-1.0568
2013-11-29,2013-12-13,Regular Petrol,2,final,True,208.836,212.1217,208.836,210.9484,211.2952,-3.2857,-1.1733,-0.8265
2013-11-29,2013-12-20,Regular Petrol,3,final,True,208.836,212.1217,208.836,211.1428,212.0163,-3.2857,-0.9789,-0.1054
2013-12-06,2013-12-13,Regular Petrol,1,final,True,211.2646,212.1217,211.2646,212.1229,212.6296,-0.8571,0.0012,0.5079
2013-12-06,2013-12-20,Regular Petrol,2,final,True,211.2646,212.1217,211.2646,212.3872,213.6342,-0.8571,0.2654,1.5125
2013-12-06,2013-12-27,Regular Petrol,3,final,True,211.2646,212.1217,211.2646,212.5436,214.542,-0.8571,0.4219,2.4202
2013-12-13,2013-12-20,Regular Petrol,1,final,True,212.1217,212.1217,212.1217,212.1645,212.4696,0.0,0.0428,0.3479
2013-12-13,2013-12-27,Regular Petrol,2,final,True,212.1217,212.1217,212.1217,212.2345,212.8034,0.0,0.1128,0.6817
2013-12-13,2014-01-03,Regular Petrol,3,final,True,212.1217,214.5745,212.1217,212.1604,213.0333,-2.4527,-2.414,-1.5411
2013-12-20,2013-12-27,Regular Petrol,1,final,True,212.1217,212.1217,212.1217,212.2637,212.1902,0.0,0.142,0.0685
2013-12-20,2014-01-03,Regular Petrol,2,final,True,212.1217,214.5745,212.1217,212.2177,212.1281,-2.4527,-2.3568,-2.4463
2013-12-20,2014-01-10,Regular Petrol,3,final,True,212.1217,212.6413,212.1217,212.2323,212.0954,-0.5195,-0.409,-0.5459
2013-12-27,2014-01-03,Regular Petrol,1,final,True,212.1217,214.5745,212.1217,214.0744,213.2949,-2.4527,-0.5001,-1.2796
2013-12-27,2014-01-10,Regular Petrol,2,final,True,212.1217,212.6413,212.1217,214.8877,213.7792,-0.5195,2.2464,1.1379
2013-12-27,2014-01-17,Regular Petrol,3,final,True,212.1217,210.927,212.1217,215.3572,214.1339,1.1948,4.4302,3.2069
2014-01-03,2014-01-10,Regular Petrol,1,final,True,214.5745,212.6413,214.5745,215.4699,216.212,1.9332,2.8287,3.5707
2014-01-03,2014-01-17,Regular Petrol,2,final,True,214.5745,210.927,214.5745,215.9738,217.6915,3.6475,5.0468,6.7646
2014-01-03,2014-01-24,Regular Petrol,3,final,True,214.5745,210.3556,214.5745,216.2341,219.0436,4.2189,5.8786,8.6881
2014-01-10,2014-01-17,Regular Petrol,1,final,True,212.6413,210.927,212.6413,211.1553,212.3979,1.7143,0.2283,1.4709
2014-01-10,2014-01-24,Regular Petrol,2,final,True,212.6413,210.3556,212.6413,210.6329,212.7605,2.2857,0.2773,2.4049
2014-01-10,2014-01-31,Regular Petrol,3,final,True,212.6413,210.3556,212.6413,210.1342,213.0004,2.2857,-0.2214,2.6448
2014-01-17,2014-01-24,Regular Petrol,1,final,True,210.927,210.3556,210.927,209.5694,210.1995,0.5714,-0.7861,-0.156
2014-01-17,2014-01-31,Regular Petrol,2,final,True,210.927,210.3556,210.927,208.7396,209.6689,0.5714,-1.616,-0.6867
2014-01-17,2014-02-07,Regular Petrol,3,final,True,210.927,210.3556,210.927,208.3497,209.3427,0.5714,-2.0059,-1.0129
2014-01-24,2014-01-31,Regular Petrol,1,final,True,210.3556,210.3556,210.3556,210.1099,210.1531,0.0,-0.2457,-0.2024
2014-01-24,2014-02-07,Regular Petrol,2,final,True,210.3556,210.3556,210.3556,209.9427,209.9399,0.0,-0.4129,-0.4157
2014-01-24,2014-02-14,Regular Petrol,3,final,True,210.3556,210.3556,210.3556,210.1767,210.1165,0.0,-0.1788,-0.239
2014-01-31,2014-02-07,Regular Petrol,1,final,True,210.3556,210.3556,210.3556,210.5106,210.7876,0.0,0.155,0.4321
2014-01-31,2014-02-14,Regular Petrol,2,final,True,210.3556,210.3556,210.3556,210.8696,211.4965,0.0,0.5141,1.1409
2014-01-31,2014-02-21,Regular Petrol,3,final,True,210.3556,210.3556,210.3556,211.1774,212.2355,0.0,0.8218,1.8799
2014-02-07,2014-02-14,Regular Petrol,1,final,True,210.3556,210.3556,210.3556,210.407,211.0483,0.0,0.0514,0.6928
2014-02-07,2014-02-21,Regular Petrol,2,final,True,210.3556,210.3556,210.3556,210.594,211.8964,0.0,0.2385,1.5409
2014-02-07,2014-02-28,Regular Petrol,3,final,True,210.3556,211.4984,210.3556,210.5985,212.5416,-1.1429,-0.8999,1.0432
2014-02-14,2014-02-21,Regular Petrol,1,final,True,210.3556,210.3556,210.3556,211.7553,211.7946,0.0,1.3998,1.439
2014-02-14,2014-02-28,Regular Petrol,2,final,True,210.3556,211.4984,210.3556,212.2346,212.5707,-1.1429,0.7362,1.0723
2014-02-14,2014-03-07,Regular Petrol,3,final,True,210.3556,212.3556,210.3556,212.4496,213.1484,-2.0,0.094,0.7929
2014-02-21,2014-02-28,Regular Petrol,1,final,True,210.3556,211.4984,210.3556,210.7541,211.6702,-1.1429,-0.7443,0.1718
2014-02-21,2014-03-07,Regular Petrol,2,final,True,210.3556,212.3556,210.3556,210.9391,212.8212,-2.0,-1.4165,0.4656
2014-02-21,2014-03-14,Regular Petrol,3,final,True,210.3556,212.3556,210.3556,211.0904,213.9819,-2.0,-1.2652,1.6264
2014-02-28,2014-03-07,Regular Petrol,1,final,True,211.4984,212.3556,211.4984,211.7709,212.6735,-0.8571,-0.5847,0.3179
2014-02-28,2014-03-14,Regular Petrol,2,final,True,211.4984,212.3556,211.4984,211.9602,213.823,-0.8571,-0.3953,1.4675
2014-02-28,2014-03-21,Regular Petrol,3,final,True,211.4984,210.3556,211.4984,211.9431,214.8114,1.1429,1.5875,4.4559
2014-03-07,2014-03-14,Regular Petrol,1,final,True,212.3556,212.3556,212.3556,212.1566,213.0644,0.0,-0.199,0.7088
2014-03-07,2014-03-21,Regular Petrol,2,final,True,212.3556,210.3556,212.3556,211.9902,213.7624,2.0,1.6346,3.4069
2014-03-07,2014-03-28,Regular Petrol,3,final,True,212.3556,210.3556,212.3556,211.9322,214.5101,2.0,1.5766,4.1546
2014-03-14,2014-03-21,Regular Petrol,1,final,True,212.3556,210.3556,212.3556,211.2583,212.1051,2.0,0.9027,1.7496
2014-03-14,2014-03-28,Regular Petrol,2,final,True,212.3556,210.3556,212.3556,210.8361,212.2631,2.0,0.4806,1.9075
2014-03-14,2014-04-04,Regular Petrol,3,final,True,212.3556,208.1026,212.3556,210.6556,212.5876,4.253,2.553,4.485
2014-03-21,2014-03-28,Regular Petrol,1,final,True,210.3556,210.3556,210.3556,208.5347,209.1855,0.0,-1.8208,-1.1701
2014-03-21,2014-04-04,Regular Petrol,2,final,True,210.3556,208.1026,210.3556,207.7964,208.7195,2.253,-0.3062,0.6169
2014-03-21,2014-04-11,Regular Petrol,3,final,True,210.3556,207.0604,210.3556,207.4953,208.5159,3.2951,0.4348,1.4554
2014-03-28,2014-04-04,Regular Petrol,1,final,True,210.3556,208.1026,210.3556,209.6252,209.6628,2.253,1.5226,1.5602
2014-03-28,2014-04-11,Regular Petrol,2,final,True,210.3556,207.0604,210.3556,209.334,209.2301,3.2951,2.2736,2.1697
2014-03-28,2014-04-18,Regular Petrol,3,final,True,210.3556,208.7747,210.3556,209.3269,209.0041,1.5808,0.5522,0.2294
2014-04-04,2014-04-11,Regular Petrol,1,final,True,208.1026,207.0604,208.1026,207.6683,207.595,1.0422,0.6079,0.5346
2014-04-04,2014-04-18,Regular Petrol,2,final,True,208.1026,208.7747,208.1026,207.5983,207.3456,-0.6721,-1.1764,-1.4291
2014-04-04,2014-04-25,Regular Petrol,3,final,True,208.1026,210.2033,208.1026,207.7419,207.2772,-2.1007,-2.4614,-2.9261
2014-04-11,2014-04-18,Regular Petrol,1,final,True,207.0604,208.7747,207.0604,207.5385,207.6008,-1.7143,-1.2363,-1.174
2014-04-11,2014-04-25,Regular Petrol,2,final,True,207.0604,210.2033,207.0604,207.9003,208.113,-3.1429,-2.303,-2.0903
2014-04-11,2014-05-02,Regular Petrol,3,final,True,207.0604,211.0604,207.0604,208.0783,208.5003,-4.0,-2.9822,-2.5602
2014-04-18,2014-04-25,Regular Petrol,1,final,True,208.7747,210.2033,208.7747,210.1102,210.4114,-1.4286,-0.0931,0.2081
2014-04-18,2014-05-02,Regular Petrol,2,final,True,208.7747,211.0604,208.7747,210.6843,211.5557,-2.2857,-0.3761,0.4953
2014-04-18,2014-05-09,Regular Petrol,3,final,True,208.7747,208.9176,208.7747,211.0033,212.5302,-0.1429,2.0858,3.6126
2014-04-25,2014-05-02,Regular Petrol,1,final,True,210.2033,211.0604,210.2033,211.1664,211.6972,-0.8571,0.106,0.6367
2014-04-25,2014-05-09,Regular Petrol,2,final,True,210.2033,208.9176,210.2033,211.6422,212.8738,1.2857,2.7246,3.9562
2014-04-25,2014-05-16,Regular Petrol,3,final,True,210.2033,208.9176,210.2033,211.8333,213.8614,1.2857,2.9157,4.9438
2014-05-02,2014-05-09,Regular Petrol,1,final,True,211.0604,208.9176,211.0604,210.6953,211.5926,2.1429,1.7777,2.675
2014-05-02,2014-05-16,Regular Petrol,2,final,True,211.0604,208.9176,211.0604,210.5479,212.2561,2.1429,1.6303,3.3385
2014-05-02,2014-05-23,Regular Petrol,3,final,True,211.0604,210.0604,211.0604,210.378,212.851,1.0,0.3176,2.7906
2014-05-09,2014-05-16,Regular Petrol,1,final,True,208.9176,208.9176,208.9176,207.5052,208.1723,0.0,-1.4124,-0.7453
2014-05-09,2014-05-23,Regular Petrol,2,final,True,208.9176,210.0604,208.9176,206.8257,207.8488,-1.1429,-3.2348,-2.2117
2014-05-09,2014-05-30,Regular Petrol,3,final,True,208.9176,211.7747,208.9176,206.4756,207.7035,-2.8571,-5.2991,-4.0712
2014-05-16,2014-05-23,Regular Petrol,1,final,True,208.9176,210.0604,208.9176,209.4461,209.2153,-1.1429,-0.6143,-0.8451
2014-05-16,2014-05-30,Regular Petrol,2,final,True,208.9176,211.7747,208.9176,209.5814,209.225,-2.8571,-2.1933,-2.5497
